iter	MultiClass
0	0.6388127032
1	0.416935153
2	0.2931156693
3	0.2157748351
4	0.1647653498
5	0.1302833295
6	0.1063354195
7	0.08972418641
8	0.0779442677
9	0.06966150964
10	0.06365944561
11	0.05981209656
12	0.05627051977
13	0.0539055255
14	0.05214274731
15	0.05078136304
16	0.04977898779
17	0.04909172366
18	0.04862522897
19	0.04807651399
20	0.04772292047
21	0.04739288802
22	0.04702385494
23	0.04673244749
24	0.04642455355
25	0.04614696485
26	0.0459903223
27	0.0456581647
28	0.04552450586
29	0.04530520073
30	0.04520678263
31	0.04505331217
32	0.04492076634
33	0.04477429046
34	0.04464975136
35	0.04454151441
36	0.04445069262
37	0.04434363476
38	0.04418315232
39	0.0440689225
40	0.04399988444
41	0.04392458917
42	0.04377956717
43	0.04364559877
44	0.0435687731
45	0.04348738061
46	0.04343265172
47	0.04334804541
48	0.0433019041
49	0.04321546827
50	0.04311621541
51	0.04306801155
52	0.04298789555
53	0.04289273649
54	0.04285368368
55	0.04282520796
56	0.04278070138
57	0.04271621972
58	0.04266397771
59	0.04263559243
60	0.04259728742
61	0.04254387327
62	0.04251127593
63	0.04247227876
64	0.04242746959
65	0.042363534
66	0.04231579274
67	0.04226652804
68	0.04220027251
69	0.04211425058
70	0.04206622411
71	0.04201942891
72	0.04197871353
73	0.04195048128
74	0.04191361623
75	0.04187225044
76	0.0418111739
77	0.04174837915
78	0.0416629346
79	0.04160256065
80	0.0415913714
81	0.04157023112
82	0.04153647903
83	0.04147953107
84	0.04138217729
85	0.04132640147
86	0.0412820375
87	0.04126045202
88	0.04123187543
89	0.04121033517
90	0.04114639958
91	0.04109740965
92	0.04103845479
93	0.04101087644
94	0.04095523279
95	0.04092724749
96	0.04088289743
97	0.04084874187
98	0.04082463473
99	0.04078907747
100	0.04074909251
101	0.04071803251
102	0.04066781132
103	0.04062850808
104	0.04057054101
105	0.04052055633
106	0.04050788191
107	0.04047538891
108	0.04043145275
109	0.04039141214
110	0.04035729484
111	0.04033022082
112	0.04028986718
113	0.04025860893
114	0.04020306614
115	0.04013918272
116	0.04010792795
117	0.04007098291
118	0.04004250023
119	0.04000445608
120	0.03996615803
121	0.03990891095
122	0.03987366672
123	0.03982475332
124	0.03980565125
125	0.03979088992
126	0.03973585495
127	0.03969796732
128	0.039666083
129	0.03963090139
130	0.03962423375
131	0.0395984536
132	0.03956059728
133	0.03953490061
134	0.03948299251
135	0.03942697669
136	0.03940420168
137	0.03938097799
138	0.0393672949
139	0.03932068403
140	0.0392960969
141	0.03927312711
142	0.03925498849
143	0.03923573686
144	0.03921749737
145	0.03919451367
146	0.03914486638
147	0.03912235571
148	0.03909883637
149	0.03908188728
150	0.03903854937
151	0.03901150318
152	0.03899207764
153	0.03893654529
154	0.03891304682
155	0.03887982341
156	0.03885845705
157	0.03879919959
158	0.03876410492
159	0.03872898591
160	0.03866593378
161	0.03864110317
162	0.03861987246
163	0.03859697572
164	0.03858184919
165	0.0385429042
166	0.03851836924
167	0.03849708983
168	0.03845769268
169	0.0384106714
170	0.03839979866
171	0.03834241941
172	0.03833273968
173	0.03831656274
174	0.03829423642
175	0.03828494624
176	0.03826739543
177	0.03824276656
178	0.03821945939
179	0.03820660062
180	0.03817238246
181	0.03814513453
182	0.0381184118
183	0.03811029725
184	0.03809361598
185	0.03807807207
186	0.03804655644
187	0.03802555181
188	0.03800414024
189	0.03799178928
190	0.0379750941
191	0.037958705
192	0.03794270545
193	0.03789611893
194	0.03785765393
195	0.03784151525
196	0.03780596843
197	0.03779794778
198	0.03775032478
199	0.03772151515
200	0.0376990497
201	0.03768499792
202	0.03766348896
203	0.03764341648
204	0.03762462397
205	0.0376018907
206	0.03756652821
207	0.03753735338
208	0.03750031095
209	0.03747868721
210	0.03745956775
211	0.0374454151
212	0.03742276531
213	0.03740820919
214	0.03739073838
215	0.03737655443
216	0.03735463157
217	0.03734426317
218	0.03732627063
219	0.03731207625
220	0.03729235854
221	0.03728658479
222	0.037246892
223	0.03722553955
224	0.03721737631
225	0.03718463288
226	0.03717373927
227	0.03716148571
228	0.03715187206
229	0.03714224451
230	0.03711938602
231	0.03711093756
232	0.0370895886
233	0.03705807644
234	0.03704746109
235	0.03700920826
236	0.03698248205
237	0.03694293534
238	0.03691991338
239	0.03691072407
240	0.03689802878
241	0.03689050203
242	0.03686535144
243	0.03683988085
244	0.03680919302
245	0.03680552008
246	0.03677250188
247	0.03675529193
248	0.03674736867
249	0.03671891382
250	0.03669053549
251	0.03667631328
252	0.03666086328
253	0.03664293683
254	0.03663856478
255	0.03662093397
256	0.03660145974
257	0.03658102205
258	0.03656635812
259	0.0365535863
260	0.03654523523
261	0.03652347237
262	0.0364910698
263	0.03647077124
264	0.03644730408
265	0.03643951299
266	0.03643516181
267	0.03642953067
268	0.03639929847
269	0.03636101086
270	0.03634443741
271	0.03633110213
272	0.03631313742
273	0.03630701586
274	0.03629041806
275	0.0362743246
276	0.03625897895
277	0.03624630104
278	0.03624253767
279	0.03621824966
280	0.0362047683
281	0.0361879479
282	0.03617533609
283	0.03616118344
284	0.03615158371
285	0.03613275294
286	0.03612332364
287	0.03610960576
288	0.03609148801
289	0.03608903938
290	0.03607864316
291	0.03606871648
292	0.03604396935
293	0.03603419571
294	0.03602869326
295	0.03602264821
296	0.0360084747
297	0.03597267049
298	0.03596102212
299	0.03595413188
300	0.03593696715
301	0.03592120063
302	0.03590124293
303	0.03588556338
304	0.0358721794
305	0.03585260778
306	0.03583900816
307	0.03580435175
308	0.03579030345
309	0.03577956288
310	0.03576736149
311	0.03574988024
312	0.03572967211
313	0.03571772462
314	0.03568132217
315	0.0356746754
316	0.03565240472
317	0.03563566085
318	0.03561710485
319	0.03561043721
320	0.03560175572
321	0.0355867544
322	0.03557469909
323	0.03556605933
324	0.03554829983
325	0.0355418861
326	0.0355335072
327	0.03551851284
328	0.03550351153
329	0.03549221793
330	0.03547842006
331	0.03547424626
332	0.03545201037
333	0.03544784005
334	0.03542167035
335	0.03541383753
336	0.03539298594
337	0.03538774087
338	0.03536490673
339	0.03534363429
340	0.03533799619
341	0.03532406614
342	0.03531476206
343	0.0352969956
344	0.03528792455
345	0.03527846395
346	0.03525573068
347	0.03524764395
348	0.03524154325
349	0.03521440315
350	0.03519215681
351	0.03518402139
352	0.03516861661
353	0.03512786297
354	0.03511594331
355	0.03510798527
356	0.03508537721
357	0.03507515837
358	0.03504099238
359	0.0350070142
360	0.03499588408
361	0.03497360297
362	0.03496173548
363	0.03492552085
364	0.03489463476
365	0.03488350116
366	0.03487348753
367	0.03485885837
368	0.03485312984
369	0.03483178088
370	0.03481324227
371	0.03480550336
372	0.03479735402
373	0.03478236662
374	0.03476312542
375	0.03475056925
376	0.03473422188
377	0.03473070894
378	0.03472134225
379	0.03471555111
380	0.03470648006
381	0.03469470995
382	0.03468372244
383	0.03467363924
384	0.0346692811
385	0.03464912167
386	0.03463988019
387	0.03461526523
388	0.03459166242
389	0.0345722334
390	0.03455539562
391	0.03454640109
392	0.03454199078
393	0.03451557413
394	0.03450333447
395	0.03449350171
396	0.03448858358
397	0.03448150552
398	0.03446618769
399	0.03445206635
400	0.03444316921
401	0.03442643577
402	0.03441394221
403	0.0344002452
404	0.03438697949
405	0.0343765763
406	0.03436069501
407	0.034341026
408	0.03433058803
409	0.0343228039
410	0.03431770144
411	0.03430881126
412	0.03428088161
413	0.03427778952
414	0.03424514348
415	0.03422942914
416	0.03421076184
417	0.03420620197
418	0.03419569444
419	0.03418049487
420	0.03417020646
421	0.03415473212
422	0.03413273969
423	0.03411827401
424	0.03411298373
425	0.03410297357
426	0.03408831659
427	0.03408438975
428	0.03406839368
429	0.03406101649
430	0.03405016115
431	0.03403617893
432	0.03403178253
433	0.03402037068
434	0.03401364739
435	0.03400576588
436	0.03399156106
437	0.03398309869
438	0.0339647479
439	0.03395753071
440	0.03394892922
441	0.03393915906
442	0.03393439745
443	0.03391108332
444	0.03390586608
445	0.03389913931
446	0.03389484726
447	0.0338742148
448	0.03386211427
449	0.03384781554
450	0.03382788915
451	0.03381798334
452	0.03380512805
453	0.03379916995
454	0.03379289883
455	0.03378980674
456	0.0337798418
457	0.03375664246
458	0.03374507756
459	0.03373429526
460	0.03372024
461	0.03369961102
462	0.03368122197
463	0.03366731975
464	0.03365155324
465	0.03364502473
466	0.03362216277
467	0.0336115022
468	0.03360085554
469	0.03359829909
470	0.03359305054
471	0.03356428961
472	0.03354088853
473	0.033525762
474	0.03350153312
475	0.03347956852
476	0.03345266841
477	0.03343436631
478	0.03342264838
479	0.03341299648
480	0.03339487525
481	0.03338624245
482	0.03337773834
483	0.03335630243
484	0.033345061
485	0.03332627892
486	0.03332127385
487	0.03331526706
488	0.03330457171
489	0.03329923968
490	0.03328466618
491	0.03327532384
492	0.03326027035
493	0.03325342532
494	0.03324754375
495	0.03323955093
496	0.03323085205
497	0.03321910281
498	0.03321536379
499	0.03319525305
500	0.03318932626
501	0.03317937523
502	0.03316866249
503	0.03315919841
504	0.03315464897
505	0.03314035372
506	0.03313104268
507	0.03312242032
508	0.03310864331
509	0.03309892533
510	0.03309291506
511	0.03307328431
512	0.03306508976
513	0.03305840473
514	0.03305093363
515	0.03303417584
516	0.03302489958
517	0.03301585288
518	0.03300846179
519	0.03300224979
520	0.03299375959
521	0.03298113386
522	0.03297506099
523	0.03296132572
524	0.03295449113
525	0.03294916606
526	0.03294356274
527	0.03293671076
528	0.03291213059
529	0.03290855156
530	0.03290006832
531	0.03288975209
532	0.03288530699
533	0.0328767368
534	0.03285558957
535	0.03284964887
536	0.03283817093
537	0.03283271369
538	0.03280746223
539	0.03279497562
540	0.03278762627
541	0.03277645093
542	0.0327694946
543	0.03276021139
